chain,project,symbol,tvlUsd,apyBase,apyReward,apy,rewardTokens,pool,apyPct1D,apyPct7D,apyPct30D,stablecoin,ilRisk,exposure,predictions,poolMeta,mu,sigma,count,outlier,underlyingTokens,il7d,apyBase7d,apyMean30d,volumeUsd1d,volumeUsd7d,apyBaseInception
Hyperliquid L1,pendle,HAHYPE,329334,3.42599,0.06336,3.48935,['0xD6Eb81136884713E843936843E286FD2a85A205A'],2b39cd77-2bda-433c-aad1-c99a02f24c46,0.81083,-0.48746,-4.00513,False,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 73, 'binnedConfidence': 2}",For LP | Maturity 30JUL2026,5.04249,0.09126,35,False,"['0x55fde0e8fe7e486ecd53286b49d3d73e71c96248', '0xb335b5a8f260c4e2d4e102d4bf4bbf0fe80b6537']",,,4.70739,0.0,0.0,
Hyperliquid L1,pendle,HAHYPE,329334,4.66214,,4.66214,,da1781da-2a71-4038-89b1-88e18994eccb,0.02731,0.04085,1.1231,False,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 53, 'binnedConfidence': 1}",For buying PT-haHYPE-30JUL2026,4.30429,0.03479,35,False,['0xfde5b0626fc80e36885e2fa9cd5ad9d7768d725c'],,,4.28268,,,
Hyperliquid L1,pendle,HWHYPE,323452,3.48724,,3.48724,,7f88d882-0225-4ceb-95ab-83a308aa5175,-0.00119,-2.56018,-0.64007,False,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 60, 'binnedConfidence': 1}",For buying PT-hwHYPE-25JUN2026,5.16376,0.05642,49,False,['0x4de03ca1f02591b717495cfa19913ad56a2f5858'],,,5.70802,,,
Hyperliquid L1,pendle,HWHYPE,323452,3.49061,0.33786,3.82847,['0xD6Eb81136884713E843936843E286FD2a85A205A'],a9a4e74d-c9a6-452e-8042-d6af44d85120,0.07656,-2.82753,-1.1494,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 52, 'binnedConfidence': 1}",For LP | Maturity 25JUN2026,8.07561,0.22254,49,False,"['0x9802937c75e2b04bc1ffd5de32678c70f6d255b3', '0x66616297801127ea586a7a87ce9715d374c57f7e']",,,7.66338,0.0,0.0,
Ethereum,pendle,USP,315947,11.8546,,11.8546,,0b31b028-b409-4db0-b108-c6270a42c0ec,-1.08631,-1.83582,,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 72, 'binnedConfidence': 2}",For buying PT-USP-25JUN2026,13.43645,0.03251,13,False,['0x098697ba3fee4ea76294c5d6a466a4e3b3e95fe6'],,,13.56889,,,
Ethereum,pendle,USP,315947,11.04701,11.05072,22.09773,['0x808507121b80c02388fad14726482e061b8da827'],c68a3efc-9b7c-4362-9a00-3dad2b54a01b,0.54802,-5.38809,,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 84, 'binnedConfidence': 3}",For LP | Maturity 25JUN2026,22.83353,0.12255,13,False,"['0x3ffaa9ce7cfa5688277b97bf6a8c22249404d129', '0xf5145335540c4116956c0936b7db08d1a862a2d9']",,,22.87714,674.46299,5191.73995,
Ethereum,pendle,SYRUPUSDC,315179,4.57622,0.00604,4.58226,['0x808507121b80c02388fad14726482e061b8da827'],97a98ca5-1127-47e8-8be8-527a7bd81557,-0.01326,-0.83129,-2.17694,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 59, 'binnedConfidence': 1}",For LP | Maturity 26MAR2026,6.27056,0.04734,70,False,"['0x1d6dc40e0c3247389a812f6c24b555b6cca3c9ff', '0xc9e9c85b33e87fde85c44dbf72b4b842a071551d']",,,5.84848,0.0,4724.4662,
Ethereum,pendle,SYRUPUSDC,315179,4.76371,,4.76371,,88459997-3650-4bc5-9fa5-d9555e6df723,-0.00214,-0.00543,0.38874,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 57.99999999999999, 'binnedConfidence': 1}",For buying PT-syrupUSDC-26MAR2026,4.7057,0.01772,70,False,['0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b'],,,4.71655,,,
Ethereum,pendle,SUSP,288451,9.43387,,9.43387,,f7c345b1-d545-43c3-baf3-9c9135854f19,1e-05,-0.26351,0.0497,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 71, 'binnedConfidence': 2}",For buying PT-sUSP-25JUN2026,9.61564,0.01701,70,False,['0x271c616157e69a43b4977412a64183cf110edf16'],,,9.37518,,,
Ethereum,pendle,SUSP,288451,7.61417,0.14212,7.7563,['0x808507121b80c02388fad14726482e061b8da827'],62585fde-1208-4f89-9693-96fc20b4c224,-0.09545,-0.20362,-1.76414,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 57.99999999999999, 'binnedConfidence': 1}",For LP | Maturity 25JUN2026,9.54165,0.07632,70,False,"['0x901d27211fcc74c6936c2eb6f6b04f2c127a194c', '0x122b0b5d0c88840017896381816a8b03bec4806d']",,,8.27678,0.0,9.9257,
Arbitrum,pendle,RSETH,276051,2.6606,0.01609,2.67669,['0x0c880f6761f1af8d9aa9c466984b80dab9a8c9e8'],75cffdf2-2637-4a01-82ce-d7bdc18dc248,-0.35932,0.22893,-0.29218,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 53, 'binnedConfidence': 1}",For LP | Maturity 25JUN2026,2.87807,0.15312,225,False,"['0xc9bfc3afd592cc5a3305aec09aaaa6b9bb4c12d0', '0xf176fb51f4eb826136a54fdc71c50fcd2202e272']",,,2.53531,0.0,0.0,
Arbitrum,pendle,RSETH,276051,2.70407,,2.70407,,102c856e-14a6-4480-84cb-3322f682b237,0.20568,0.32719,0.45676,False,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 68, 'binnedConfidence': 2}",For buying PT-rsETH-25JUN2026,2.52871,0.00912,225,False,['0x4186bfc76e2e237523cbc30fd220fe055156b41f'],,,2.35859,,,
Ethereum,pendle,WOETH,273865,2.95992,0.0,2.95992,['0x808507121b80c02388fad14726482e061b8da827'],1071bdf2-cd91-4c91-ba9c-ea4b5c827d4e,4e-05,7e-05,-0.00421,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 64, 'binnedConfidence': 2}",For LP | Maturity 25JUN2026,2.97106,0.01093,63,False,"['0xfe63a5d72375b670803020c31d3e1236c5bd123b', '0x0a26e7ab5c554232314a8d459eff0ede72333f08']",,,2.95794,0.0,0.0,
Ethereum,pendle,WOETH,273865,3.4999,,3.4999,,923542cd-dfff-4002-ae4f-d602d9e0f26c,0.0,0.0,0.0,False,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 53, 'binnedConfidence': 1}",For buying PT-wOETH-25JUN2026,3.49993,0.0,63,False,['0xdcee70654261af21c44c093c300ed3bb97b78192'],,,3.4999,,,
Ethereum,pendle,LIDOGGV,218454,2.79002,0.14314,2.93316,['0x808507121b80c02388fad14726482e061b8da827'],3a94e96e-fef5-4d8b-84c1-48bd431edb9b,0.61192,1.14425,-2.3099,False,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 56.99999999999999, 'binnedConfidence': 1}",For LP | Maturity 26MAR2026,5.35819,0.11559,86,False,"['0x4917e3f5d092154c462f97e0f3dd8d3ffd9fd533', '0x55cb9535aa1ee7c98916b044af5679eb5ea1c171']",,,3.58758,0.0,0.0,
Ethereum,pendle,LIDOGGV,218454,3.51514,,3.51514,,4fd38248-292f-4c5b-8c4b-6dfd6904607d,1e-05,-0.63385,-1.24406,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 53, 'binnedConfidence': 1}",For buying PT-Lido GGV-26MAR2026,4.24619,0.02049,86,False,['0xef417fce1883c6653e7dc6af7c6f85ccde84aa09'],,,4.19199,,,
Hyperliquid L1,pendle,HWHLP,149509,3.35761,1.46086,4.81846,['0xD6Eb81136884713E843936843E286FD2a85A205A'],1bf20d26-5ba4-44f9-bd4b-2c0224f95049,0.30722,-1.7793,-8.6724,False,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 61, 'binnedConfidence': 2}",For LP | Maturity 25JUN2026,28.66048,1.69721,49,True,"['0xf4eba6a95b6865e269db44d0840ee34d8fb339e0', '0xc3bc221de037908fd24c79602b731df848b12157']",,,41.84932,0.0,0.0,
Hyperliquid L1,pendle,HWHLP,149509,7.19693,,7.19693,,f658f10f-2941-4745-856f-e45fd371f0eb,0.33631,-2.02782,0.08686,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 69, 'binnedConfidence': 2}",For buying PT-hwHLP-25JUN2026,7.68954,0.1074,49,False,['0x9fd7466f987fd4c45a5bbde22ed8aba5bc8d72d1'],,,7.97237,,,
Ethereum,pendle,USDF,149096,4.33484,,4.33484,,fd1866b8-f4fa-45ac-8c57-975dcaf6b2e6,-1.04393,-0.98967,,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 55.00000000000001, 'binnedConfidence': 1}",For buying PT-USDf-18JUN2026,4.92258,0.04708,29,False,['0xfa2b947eec368f42195f24f36d2af29f7c24cec2'],,,4.99569,,,
Ethereum,pendle,USDF,149096,0.71979,0.00981,0.7296,['0x808507121b80c02388fad14726482e061b8da827'],21420044-6c54-4add-b22a-c533f96759b0,-0.1842,-0.1603,,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 70, 'binnedConfidence': 2}",For LP | Maturity 18JUN2026,1.39486,0.0461,29,False,"['0xec11ba2b8a9e77f69fdb0890de2c27343db28314', '0x982be58c67689e0bab9e884c30e7a6e78e064c9d']",,,1.40553,0.0,0.0,
Hyperliquid L1,pendle,WHLP,132973,3.13465,0.42047,3.55511,['0xD6Eb81136884713E843936843E286FD2a85A205A'],df9feb0a-285d-491a-8f37-01220fc896fb,-0.18344,-2.06597,,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 56.00000000000001, 'binnedConfidence': 1}",For LP | Maturity 25JUN2026,34.98893,2.56432,21,True,"['0x7a1910993f3295937f2fa0c15e630b6c1b6f461b', '0xaf8857ae2d2ddeaa23b2e8414d2031eb10621e19']",,,47.25417,0.0,0.0,
Hyperliquid L1,pendle,WHLP,132973,10.20635,,10.20635,,790b6882-1194-4305-a58f-6dab6042f436,-0.283,-1.22047,,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 59, 'binnedConfidence': 1}",For buying PT-WHLP-25JUN2026,11.03323,0.02457,21,False,['0x1359b05241ca5076c9f59605214f4f84114c0de8'],,,11.05473,,,
Ethereum,pendle,SUPERWETH,129924,3.09986,2.79873,5.89859,['0x808507121b80c02388fad14726482e061b8da827'],ff7d2a52-64b7-485a-a78c-afbfdb12b93d,-0.5449,-1.90964,,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 66, 'binnedConfidence': 2}",For LP | Maturity 30APR2026,6.80516,0.03614,17,False,"['0x3ae763d13becd4f96ced845660a672e414556ce8', '0x3aecaedfb92efbbac95e5c458c56e94070cb9179']",,,6.87649,0.0,9985.10819,
Ethereum,pendle,SUPERWETH,129924,5.33873,,5.33873,,8464cceb-f167-4e74-b83c-bb0e6668eb33,1e-05,-0.34442,,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 50, 'binnedConfidence': 1}",For buying PT-superWETH-30APR2026,5.56554,0.02065,17,False,['0xa036823b9a24f63c32553367bf181ee04229c3ac'],,,5.64528,,,
Base,pendle,SKAITO,114860,36.48876,,36.48876,,3874b4db-0a3f-46b8-9422-bde82f6a8e8d,-1.16321,-4.17389,,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 82, 'binnedConfidence': 3}",For buying PT-sKAITO-30JUL2026,34.40407,0.18375,26,False,['0x548d3b444da39686d1a6f1544781d154e7cd1ef7'],,,34.4038,,,
Base,pendle,SKAITO,114860,30.20608,2.50354,32.70962,['0xa99f6e6785da0f5d6fb42495fe424bce029eeb3e'],59bc7a44-4b80-44bd-aa7e-31866d2f1727,-1.39281,-8.56807,,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 63, 'binnedConfidence': 2}",For LP | Maturity 30JUL2026,41.14226,0.56563,26,True,"['0x87244f834fc4f74266f6e1c247c7f0dfc8b21d81', '0x4b272672a58da22b213e733f5aba48cfec534d30']",,,41.24741,0.0,8.40353,
Arbitrum,pendle,UNIETH,107500,3.19019,0.29466,3.48485,['0x0c880f6761f1af8d9aa9c466984b80dab9a8c9e8'],cf21b287-2f7c-4363-add1-3a0a56de24e6,-0.40369,2.32903,-0.17492,False,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 56.99999999999999, 'binnedConfidence': 1}",For LP | Maturity 25JUN2026,3.82489,0.07519,225,False,"['0xd8d5fbbaad1e80aa0352b2029a594caeff6cf1ec', '0x5b56f4bf94807b547eb5e7eba5cd8c033af83aed']",,,3.27117,0.0,0.0,
Arbitrum,pendle,UNIETH,107500,2.79141,,2.79141,,90374fdf-8283-449b-9d46-13ae7f39e474,0.03591,0.19706,-0.3174,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 51, 'binnedConfidence': 1}",For buying PT-uniETH-25JUN2026,2.91536,0.0219,225,False,['0x3d15fd46ce9e551498328b1c83071d9509e2c3a0'],,,2.76585,,,
Ethereum,pendle,WSTUSR,107274,4.06229,,4.06229,,e044634b-e62a-463f-935e-f8657979cef2,-1.87893,-1.85805,,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 64, 'binnedConfidence': 2}",For buying PT-wstUSR-25JUN2026,5.47092,0.05411,29,False,['0x1202f5c7b4b9e47a1a484e8b270be34dbbc75055'],,,5.60082,,,
Ethereum,pendle,WSTUSR,107274,2.7786,0.09141,2.87001,['0x808507121b80c02388fad14726482e061b8da827'],0febf1c9-1f4d-4f98-a716-7722657056c8,0.89803,1.35945,,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 56.00000000000001, 'binnedConfidence': 1}",For LP | Maturity 25JUN2026,3.32508,0.10235,29,False,"['0x90a2d7a50692f2620b467747a32cfa61889997b1', '0x6c78661c00d797c9c7fcbe4bcacbd9612a61c07f']",,,3.32523,0.0,0.0,
Base,pendle,WSUPEROETHB,95440,4.06227,,4.06227,,0ad39e33-b96d-4242-b462-d2c705c0d2ae,0.0,-0.01967,0.04949,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 59, 'binnedConfidence': 1}",For buying PT-wsuperOETHb-25JUN2026,3.89377,0.01965,225,False,['0x7fcd174e80f264448ebee8c88a7c4476aaf58ea6'],,,4.0836,,,
Base,pendle,WSUPEROETHB,95440,2.73056,0.01163,2.74219,['0xa99f6e6785da0f5d6fb42495fe424bce029eeb3e'],f61fed30-4938-4667-a00f-6a59410c09e4,-0.0913,-0.0549,0.00154,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 56.00000000000001, 'binnedConfidence': 1}",For LP | Maturity 25JUN2026,4.00114,0.0432,225,False,"['0x5fab08f1ec79ca9c21c4516aa38a12ef2c42c0cc', '0x67507f3e26e7e2fd0a42c48fbc85069ccfcbd2ff']",,,2.73249,0.0,0.45847,
Ethereum,pendle,IUSD,92063,5.96728,,5.96728,,2619a3c8-18f8-4798-b7fb-c76a4bf07b96,-0.05299,,,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 74, 'binnedConfidence': 3}",For buying PT-iUSD-25JUN2026,5.79148,0.05042,7,False,['0x48f9e38f3070ad8945dfeae3fa70987722e3d89c'],,,5.8768,,,
Ethereum,pendle,IUSD,92063,3.74748,0.50192,4.2494,['0x808507121b80c02388fad14726482e061b8da827'],5567ab64-bcdd-4977-b4fb-87af5bd3e001,-0.13275,,,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 51, 'binnedConfidence': 1}",For LP | Maturity 25JUN2026,3.14421,0.04562,7,False,"['0x5dbf246b37e1b9ac5d08bb38233d71322ae7d166', '0x47743a9203e636674467ff58b7ab0ae0ee6f97cb']",,,2.94469,0.0,1011.00665,
Ethereum,pendle,USD(MIDASMMEV),91439,1.57171,0.12861,1.70031,['0x808507121b80c02388fad14726482e061b8da827'],b92ac5ce-01eb-41ea-addf-f43a1ba4e639,-0.0044,-0.0848,,False,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 65, 'binnedConfidence': 2}",For LP | Maturity 30APR2026,4.73554,0.18238,30,False,"['0xb522cc39c1c3a1ea75ac90b90c5c06329d336192', '0x77891c7f756d4f49d91e6aabae7df5c1169f2aaa']",,,4.85818,0.0,0.0,
Ethereum,pendle,USD(MIDASMMEV),91439,6.90315,,6.90315,,8ed742c6-baa8-4730-b0bc-f7922024186a,2e-05,-0.45806,,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 76, 'binnedConfidence': 3}",For buying PT-USD (Midas mMEV)-30APR2026,7.09579,0.03243,30,False,['0x030b69280892c888670edcdcd8b69fd8026a0bf3'],,,7.10052,,,
Hyperliquid L1,pendle,STHYPE,90376,5.53182,1.47869,7.01051,['0xD6Eb81136884713E843936843E286FD2a85A205A'],c15de172-944b-4303-971c-7a6e7564ad38,1.4105,3.98301,,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 67, 'binnedConfidence': 2}",For LP | Maturity 27AUG2026,4.49564,0.06697,9,False,"['0xc349e9fab3d85033ce5a44237d53c4bf2395500f', '0xe24a28fe8ecd859db4280d1291783a10017d6fc4']",,,4.33299,0.0,0.0,
Hyperliquid L1,pendle,STHYPE,90376,6.44763,,6.44763,,0e022695-0c2a-4682-b93a-fffd8723fe7f,1.03087,1.40427,,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 56.00000000000001, 'binnedConfidence': 1}",For buying PT-stHYPE-27AUG2026,5.35013,0.02385,9,False,['0xffaa4a3d97fe9107cef8a3f48c069f577ff76cc1'],,,5.25877,,,
BSC,pendle,YNBNBX,85826,1.02309,0.03166,1.05475,['0xb3ed0a426155b79b898849803e3b36552f7ed507'],f7d53e45-0672-4763-8afd-368ecae75347,-0.01586,0.3327,-7.76251,False,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 87, 'binnedConfidence': 3}",For LP | Maturity 16APR2026,4.06715,0.2123,112,False,"['0x0010604431e5e0d37785b135c2f9c421a9f1837d', '0x23a052dfcabd4fa7bd52e7e67e0fb0ee596e7383']",,,1.63293,0.0,0.0,
BSC,pendle,YNBNBX,85826,5.49308,,5.49308,,8e7be5c0-9b76-4af3-bce8-ea3e7cd7a8d8,0.0,1.69213,-0.88289,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 70, 'binnedConfidence': 2}",For buying PT-ynBNBx-16APR2026,4.735,0.08085,112,False,['0x32c830f5c34122c6afb8ae87aba541b7900a2c5f'],,,4.64751,,,
Ethereum,pendle,USD(MIDASMEDGE),83733,2.46746,0.02037,2.48784,['0x808507121b80c02388fad14726482e061b8da827'],3d5eb92a-0947-4053-8abf-c298641c071e,-1.2206,-10.77494,,False,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 69, 'binnedConfidence': 2}",For LP | Maturity 30APR2026,6.90397,0.14964,29,False,"['0x5dc60585171c0db38c0026959a7ae15ac0699642', '0xb5130e951e5d8d77ac2fd1ca40982d03b2483782']",,,7.07485,0.0,0.0,
Ethereum,pendle,USD(MIDASMEDGE),83733,6.56751,,6.56751,,38d51595-0818-4ef4-abb1-cb75fb15fb31,0.68862,0.1333,,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 62, 'binnedConfidence': 2}",For buying PT-USD (Midas mEDGE)-30APR2026,6.45218,0.03192,29,False,['0xbb51e2a15a9158ebe2b0ceb8678511e063ab7a55'],,,6.45203,,,
Ethereum,pendle,WSRUSD,79234,7.42408,,7.42408,,d415c40d-ba64-4305-9c81-7f4ad9283091,0.00078,-2.16395,0.27364,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 60, 'binnedConfidence': 1}",For buying PT-wsrUSD-26FEB2026,9.18176,0.08456,115,False,['0xd3fd63209fa2d55b07a0f6db36c2f43900be3094'],,,8.6569,,,
Ethereum,pendle,WSRUSD,79234,5.45164,0.01684,5.46848,['0x808507121b80c02388fad14726482e061b8da827'],cfc83b8c-2fcd-4274-91e9-c787367e2a7a,-0.02866,-0.70339,-0.68248,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 56.99999999999999, 'binnedConfidence': 1}",For LP | Maturity 26FEB2026,8.63452,0.208,115,False,"['0x5aa4afe7359d5a68d193f03e013d553deb7dbd1f', '0x212670e78cbec6f219204c52889763628bedd15e']",,,6.36944,0.0,0.0,
Ethereum,pendle,UNIBTC,78965,0.09205,0.0,0.09205,['0x808507121b80c02388fad14726482e061b8da827'],c85c1cdb-6731-4e9d-85ac-1c1a9b08ca97,-0.0106,,,False,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 55.00000000000001, 'binnedConfidence': 1}",For LP | Maturity 25JUN2026,0.14704,0.00621,7,False,"['0xba41c7e27abf380ab1d529bb1275fadfccdbf437', '0xb9950954d965550fabbe635a8ccb7ee1fe8d7353']",,,0.15117,13531.17979,30373.65067,
Ethereum,pendle,UNIBTC,78965,0.4829,,0.4829,,14f001c6-b4e3-4980-99d3-af05c6409b42,-0.14377,,,False,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 63, 'binnedConfidence': 2}",For buying PT-uniBTC-25JUN2026,0.67903,0.00848,7,False,['0x846350bb944c9f9924d4feca0f948b73e5af5a57'],,,0.7152,,,
Base,pendle,YOEUR,73634,5.84174,,5.84174,,cd58acca-a5d9-4c53-980e-4141b8de5333,0.18265,-0.29248,1.24302,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 67, 'binnedConfidence': 2}",For buying PT-yoEUR-26MAR2026,6.06076,0.03986,127,False,['0x50c749ae210d3977adc824ae11f3c7fd10c871e9'],,,5.42448,,,
Base,pendle,YOEUR,73634,3.63714,0.30393,3.94107,['0xa99f6e6785da0f5d6fb42495fe424bce029eeb3e'],c1d1f280-1d24-487b-bab9-280bde9be47f,-0.01094,-1.88137,-1.36526,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 51, 'binnedConfidence': 1}",For LP | Maturity 26MAR2026,6.05679,0.17197,127,False,"['0x3d94e67179d6d87b79b6d600ed83ee0fe15034c8', '0x94f2b17c451bcc28bd3210124d3ca1e8848d2c07']",,,4.562,0.0,0.0,
Sonic,pendle,X33,70982,51.01488,2.46346,53.47834,['0xf1ef7d2d4c0c881cd634481e0586ed5d2871a74b'],dca1b093-0b19-406b-8cef-97490a5da86c,-0.09405,-0.17024,12.83362,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 92, 'binnedConfidence': 3}",For LP | Maturity 26FEB2026,52.1675,0.7836,168,True,"['0x22fe64c10f482004c48872c98d1f03cbdcaddce9', '0x69a23f16974024a1b6a5362ac2a11bfeeefd5827']",,,49.93967,0.0,0.0,
Sonic,pendle,X33,70982,51.443,,51.443,,983e2cff-65e1-4163-abbc-126221a84a99,-0.00042,1.39747,2.28805,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 71, 'binnedConfidence': 2}",For buying PT-x33-26FEB2026,49.30898,0.1982,168,True,['0x3333111a391cc08fa51353e9195526a70b333333'],,,52.76148,,,
BSC,pendle,SUSDU,58058,13.04105,1.38174,14.42279,['0xb3ed0a426155b79b898849803e3b36552f7ed507'],a15bd50c-5744-44eb-8b0b-30e7b9fdc465,-0.4792,-13.63284,,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 56.99999999999999, 'binnedConfidence': 1}",For LP | Maturity 23APR2026,20.57689,0.1897,21,False,"['0x25f8b64d03e57e239b4547501dee017a8b0953df', '0x65c3faaf6a25cb0311a29cce4b79bf8d37474342']",,,20.47482,0.0,103.63047,
BSC,pendle,SUSDU,58058,12.80378,,12.80378,,ead5ab6d-6472-4845-ac0a-ceb8f9fc73ae,0.13726,-0.44887,,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 69, 'binnedConfidence': 2}",For buying PT-sUSDu-23APR2026,13.07312,0.02275,21,False,['0x385c279445581a186a4182a5503094ebb652ec71'],,,13.02837,,,
Ethereum,pendle,SUSDA,54777,5.10211,,5.10211,,39b53d33-bed3-45ee-9c13-70bbc7e785fb,1e-05,0.0,0.05593,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 54, 'binnedConfidence': 1}",For buying PT-sUSDa-18JUN2026,4.86522,0.01854,70,False,['0x2b66aade1e9c062ff411bd47c44e0ad696d43bd9'],,,5.07538,,,
Ethereum,pendle,SUSDA,54777,4.32018,0.0,4.32018,['0x808507121b80c02388fad14726482e061b8da827'],282c70ef-5123-4873-a115-a96879183e4e,2e-05,-0.00582,-0.15894,True,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 52, 'binnedConfidence': 1}",For LP | Maturity 18JUN2026,6.23745,0.25833,70,False,"['0x118078288f681389070a9d89d6832b302216ace3', '0x8946f653aed1af1f82a8de6d7f54088afff5a14e']",,,4.33449,0.0,0.0,
Ethereum,pendle,RUSD,53527,10.65379,,10.65379,,39937bc5-a6fd-4a79-8b5d-f5992bb74db2,1.62361,2.49055,1.67987,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 67, 'binnedConfidence': 2}",For buying PT-rUSD-26FEB2026,8.83212,0.04861,115,False,['0x09d4214c03d01f49544c0448dbe3a27f768f2b34'],,,9.09775,,,
Ethereum,pendle,RUSD,53527,3.04515,0.00432,3.04947,['0x808507121b80c02388fad14726482e061b8da827'],47c41d26-c886-4bda-b5a4-8dca1b193bac,1.06685,1.47093,1.09803,True,no,single,"{'predictedClass': 'Down', 'predictedProbability': 64, 'binnedConfidence': 2}",For LP | Maturity 26FEB2026,4.10929,0.24796,115,False,"['0xeeaa924eb3667f30be02db9c55d87566a3f4df7a', '0x43d6651ff941776976ae8e5b11ef513e054a7931']",,,2.27356,0.0,0.0,
Ethereum,pendle,AID,53238,2.57964,0.18934,2.76898,['0x808507121b80c02388fad14726482e061b8da827'],18cd000e-cb02-44ef-ae1c-352d0eeeb764,-0.00639,-0.05333,-16.59454,False,no,single,"{'predictedClass': 'Stable/Up', 'predictedProbability': 63, 'binnedConfidence': 2}",For LP | Maturity 30JUL2026,6.51188,0.29571,35,False,"['0x8f9d4ebe233fc63a3aff867d32025d172e6b4a90', '0xfd737331e7248b32d13e7273800130b5d85629a3']",,,5.27309,0.0,0.0,
Ethereum,pendle,AID,53238,9.07814,,9.07814,,d1b57f70-fccf-4e3b-a767-28a9b336d27d,1e-05,-0.73243,-1.72828,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 66, 'binnedConfidence': 2}",For buying PT-AID-30JUL2026,9.96406,0.02255,35,False,['0x18f52b3fb465118731d9e0d276d4eb3599d57596'],,,9.85491,,,
Ethereum,pendle,HWHLP,51934,8.48661,,8.48661,,8033a6ba-5ad0-4c87-af92-10142b63a315,1e-05,0.479,-0.58561,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 63, 'binnedConfidence': 2}",For buying PT-hwHLP-25JUN2026,9.04678,0.07345,49,False,['0x9fd7466f987fd4c45a5bbde22ed8aba5bc8d72d1'],,,8.66417,,,
Ethereum,pendle,HWHLP,51934,3.12868,0.41479,3.54348,['0x808507121b80c02388fad14726482e061b8da827'],c5d909c7-c84e-4a9b-92d1-a55584bcd769,0.03923,1.13443,-11.3568,False,no,single,"{'predictedClass': 'Down', 'predictedProbability': 63, 'binnedConfidence': 2}",For LP | Maturity 25JUN2026,23.8184,1.48037,49,False,"['0xa91751e6f7fba8a6a4f5a7803fabb85bca78b0d6', '0x86f6817c22a14393550b135710ea58f311e457ed']",,,34.25735,0.0,0.0,
